number0,system_nam,owner_type,d_prin_cit,d_prin_cnt,d_fed_prim,d_populati,d_ttl_stor,d_pws_fed_,has_nmdwb_data,num_gw_facilities,has_gw_facilities_ind,num_sw_gu_facilities,num_sw_facilities,num_gu_facilities,has_sw_facilities_ind,has_gu_facilities_ind,surface_ground_facility_type,surf_wtr_ratio_if_spws,surf_wtr_pur_ratio_if_spws,grnd_wtr_udi_ratio_if_spws,grnd_wtr_udi_purch_if_spws,surface_pws,surface_ratio_if_spws,has_source_ratio_surface_pws,mhi_2010,has_mhi_data,has_drinking_water_data,ratio_pws_mhi_over_state_mhi,disadvantage_status_type,total_intakes,sw_intakes,gw_intakes,gu_intakes,total_gu_sw_intakes,alternative_intakes,impacted_sw_intakes,impacted_gu_intakes,impacted_gu_sw_water_intakes,ratio_impacted_gu_sw_over_all,ratio_gu_sw_impacted_over_gu_sw,has_surface_intake_geo_info,seller_number0_1,seller_system_name_1,seller_pop_1,seller_number0_2,seller_system_name_2,seller_pop_2,surfacepurchaser_status,has_surfacepurchase_data,wotus2020_dwv_index,seller_wotus2020_dwv_index_1,seller_wotus2020_dwv_index_2,index_summary
NM3521513,EUNICE WATER SUPPLY SYSTEM,L,EUNICE,LEA,GW,4303,3550500,C,Yes,7,1,0,0,0,0,0,Ground,,,,,0,,1,69188,Yes,Yes,1.4396471,Non-Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3501801,"THE PLAZA AT SANDIA PARK, LLC",P,,BERNALILLO,GW,75,0,NC,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,,No,Yes,,,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3582523,CASA SAN YSIDRO,L,CORRALES,SANDOVAL,GW,25,0,NC,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,,No,Yes,,,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3511101,LOST HORIZON COOP ASSOCIATION,P,ALBUQUERQUE,BERNALILLO,SWP,78,105000,C,Yes,0,0,1,1,0,1,0,Surface,,,,,0,,1,76347,Yes,Yes,1.5886098,Non-Disadvantaged,,,,,,,,,,,,0,NM3510701,ALBUQUERQUE WATER SYSTEM,659736,,,,A,Yes,2,2,,Direct Impact with Alternative Sources of Water
NM3580314,MOUNTAIN VIEW CHRISTIAN YOUTH CAMP,P,ALTO,LINCOLN,GW,150,2565,NC,Yes,2,1,0,0,0,0,0,Ground,,,,,0,,1,,No,Yes,,,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3591521,ABIQUIU DAM,F,ABIQUIU,RIO ARRIBA,GW,100,14500,NC,Yes,3,1,0,0,0,0,0,Ground,,,,,0,,1,,No,Yes,,,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3522309,HANOVER MDWCA,L,HANOVER,GRANT,GW,212,130000,C,Yes,2,1,0,0,0,0,0,Ground,,,,,0,,1,42738.2,Yes,Yes,.8892861,Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3580704,PHILMONT SCOUT RANCH - ABREU OUTCAMP,P,CIMARRON,COLFAX,GW,100,4000,NC,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,,No,Yes,,,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3500429,TAOS COUNTRY CLUB,P,RANCHOS DE TAOS,TAOS,GW,100,0,NC,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,,No,Yes,,,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3548201,TIERRA MONTE WATER USERS ASSOCIATION,L,ALBUQUERQUE,BERNALILLO,GW,78,21700,C,Yes,3,1,0,0,0,0,0,Ground,,,,,0,,1,97762,Yes,Yes,2.0342081,Non-Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3593726,FOUR SEASONS RESORT RANCHO ENCANTADO,P,TESUQUE,SANTA FE,GW,120,100000,NTNC,Yes,2,1,0,0,0,0,0,Ground,,,,,0,,1,,No,Yes,,,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3547010,RIO PECOS VILLA MDWCA,L,SANTA ROSA,GUADALUPE,GWP,35,0,C,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,24085,Yes,Yes,.50115484,Severely Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3559717,D & S TRAILER RANCH,P,GALLUP,MCKINLEY,GW,139,7000,C,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,38640,Yes,Yes,.80401176,Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3592925,PECOS DAIRY QUEEN,P,PECOS,SAN MIGUEL,GW,300,0,NC,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,,No,Yes,,,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3567905,CANNON AIR FORCE BASE WATER SYSTEM,F,CANNON AFB,CURRY,GW,7832,1042000,C,Yes,4,1,0,0,0,0,0,Ground,,,,,0,,1,51364.3,Yes,Yes,1.0687759,Non-Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3591914,SKI APACHE,P,RUIDOSO,LINCOLN,GW,350,48000,NTNC,Yes,2,1,0,0,0,0,0,Ground,,,,,0,,1,,No,Yes,,,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3502414,ALONG THE RIVER RV CAMP,P,NOGAL,LINCOLN,GW,120,6000,NC,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,,No,Yes,,,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3531623,PENA BLANCA WATER & SANITATION DISTRICT,L,PENA BLANCA,SANDOVAL,GW,448,70000,C,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,39668.2,Yes,Yes,.82540625,Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3509723,SAN YSIDRO WATER SUPPLY SYSTEM,L,SAN YSIDRO,SANDOVAL,GW,198,240000,C,Yes,3,1,0,0,0,0,0,Ground,,,,,0,,1,41510,Yes,Yes,.86373001,Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3574519,CIDER MILL FARMS MDWCA,L,HIGH ROLLS,OTERO,GW,40,55000,C,Yes,2,1,0,0,0,0,0,Ground,,,,,0,,1,53979,Yes,Yes,1.1231819,Non-Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3500601,TIJERAS (VILLAGE OF),L,TIJERAS,BERNALILLO,GW,541,258000,C,Yes,2,1,0,0,0,0,0,Ground,,,,,0,,1,77444.3,Yes,Yes,1.6114422,Non-Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3580028,MANUEL E SANCHEZ PARISH HALL,P,LAS NUTRIAS,SOCORRO,GW,75,0,NC,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,,No,Yes,,,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3535618,SAN ANTONIO DE CLEVELAND MDWCA,L,CLEVELAND,MORA,GW,269,55000,C,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,26968,Yes,Yes,.56114358,Severely Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3580409,HEIGHTS WATER USERS ASSOCIATION,P,,GRANT,GW,27,3000,NC,Yes,2,1,0,0,0,0,0,Ground,,,,,0,,1,46698,Yes,Yes,.97168064,Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3510107,ORGAN VIEW ESTATES,P,FAIRACRES,DONA ANA,GW,97,6000,C,Yes,2,1,0,0,0,0,0,Ground,,,,,0,,1,58456,Yes,Yes,1.2163383,Non-Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3592513,HOBBS COUNTRY CLUB,P,HOBBS,LEA,GW,95,300,NC,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,,No,Yes,,,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3591027,CABALLO RIVERSIDE CAMP GROUND-STATE PARK,S,CABALLO,SIERRA,GW,25,10000,NC,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,,No,Yes,,,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3598114,APPLE BLOSSOM AND WHITE ANGEL MESA WUA,P,RUIDOSO DOWNS,LINCOLN,GW,46,200,NC,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,41794,Yes,Yes,.8696394,Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3519125,SAN JUAN MDWCA,L,SAN JOSE,SAN MIGUEL,GW,136,55000,C,Yes,2,1,0,0,0,0,0,Ground,,,,,0,,1,35019,Yes,Yes,.72866684,Severely Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3501514,CROCKETT CANYON RV,P,RUIDOSO,LINCOLN,GW,100,0,NC,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,,No,Yes,,,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3510219,PETE RAGAN MEMORIAL WUA,P,MAYHILL,OTERO,GW,81,11400,C,Yes,2,1,0,0,0,0,0,Ground,,,,,0,,1,53979,Yes,Yes,1.1231819,Non-Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3501117,JEM TRADING,P,VANDERWAGEN,MCKINLEY,GW,25,500,NC,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,,No,Yes,,,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3523502,RANCHO GRANDE WATER ASSOCIATION INC,P,RESERVE,CATRON,GW,195,65000,C,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,42480,Yes,Yes,.88391352,Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3500101,BEARCAT HOMEOWNERS ASSOCIATION,P,TIJERAS,BERNALILLO,GW,60,10000,C,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,62539,Yes,Yes,1.3012964,Non-Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3596029,RIO VALLEY ENTERPRISES,P,TAOS,TAOS,GW,65,0,NTNC,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,,No,Yes,,,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3575026,SHALOM MOBILE HOME PARK,P,SANTA FE,SANTA FE,GW,42,1000,C,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,48449,Yes,Yes,1.0081151,Non-Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3503801,U-PULL AND PAY,L,ALBUQUERQUE,BERNALILLO,GW,35,0,NTNC,Yes,2,1,0,0,0,0,0,Ground,,,,,0,,1,,No,Yes,,,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3510012,ANIMAS SCHOOL SYSTEM,P,ANIMAS,HIDALGO,GW,230,11600,NTNC,Yes,4,1,0,0,0,0,0,Ground,,,,,0,,1,,No,Yes,,,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3520103,CUMBERLAND COOPERATIVE WUA,P,ROSWELL,CHAVES,GW,712,104000,C,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,37761.4,Yes,Yes,.78573006,Severely Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3502001,ABUELITA'S,P,ALBUQUERQUE,BERNALILLO,GW,400,0,NC,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,,No,Yes,,,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3596517,KAMP KIWANIS,P,GALLUP,MCKINLEY,GW,150,91000,NC,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,,No,Yes,,,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3502229,LA VIDA FELIZ CONDO ASSOCIATION,P,EL PRADO,TAOS,GW,26,0,NTNC,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,,No,Yes,,,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3516925,EAST PECOS MDWCA,L,PECOS,SAN MIGUEL,GW,450,90000,C,Yes,2,1,0,0,0,0,0,Ground,,,,,0,,1,35019,Yes,Yes,.72866684,Severely Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3562222,ROOSEVELT COUNTY WUA,P,PORTALES,ROOSEVELT,GWP,4672,0,C,Yes,3,1,0,0,0,0,0,Ground,,,,,0,,1,48112.7,Yes,Yes,1.0011173,Non-Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3590006,LAKE SUMNER STATE PARK 1,S,FORT SUMNER,DE BACA,GW,25,0,NC,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,,No,Yes,,,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3508717,RAMAH WATER & SANITATION DISTRICT,L,RAMAH,MCKINLEY,GW,500,156000,C,Yes,2,1,0,0,0,0,0,Ground,,,,,0,,1,66175.2,Yes,Yes,1.3769575,Non-Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3501114,HALLS RV PARK,P,RUIDOSO,LINCOLN,GW,50,0,NC,Yes,2,1,0,0,0,0,0,Ground,,,,,0,,1,,No,Yes,,,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3596013,LOVINGTON COUNTRY CLUB,P,LOVINGTON,LEA,GW,60,300,NC,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,,No,Yes,,,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3571119,TWIN FORKS MDWCA,L,MAYHILL,OTERO,GW,1250,117000,C,Yes,2,1,0,0,0,0,0,Ground,,,,,0,,1,53979,Yes,Yes,1.1231819,Non-Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3502501,LOS PADILLAS AQUATIC CENTER,L,ALBUQUERQUE,BERNALILLO,GW,213,0,NC,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,,No,Yes,,,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3549101,CHAMISA MOBILE HOME PARK,P,ALBUQUERQUE,BERNALILLO,GW,58,0,C,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,50371,Yes,Yes,1.0481075,Non-Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3547501,BARCELONA MOBILE HOME PARK,P,ALBUQUERQUE,BERNALILLO,GW,429,25000,C,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,47895,Yes,Yes,.99658751,Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3500432,LOMA ESCONDIDA WATER ASSOCIATION,P,BELEN,VALENCIA,GW,89,25000,C,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,57465,Yes,Yes,1.1957178,Non-Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3504126,EL VADITO DE LOS CERRILLOS WATER ASSOC,L,CERRILLOS,SANTA FE,GW,461,200000,C,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,53266.4,Yes,Yes,1.1083543,Non-Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3590625,VILLANUEVA STATE PARK,S,VILLANUEVA,SAN MIGUEL,GW,126,10000,NC,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,,No,Yes,,,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3595426,BICENTENNIAL REST AREA,S,SANTA FE,SANTA FE,GW,330,6000,NC,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,,No,Yes,,,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3503029,RIO GRANDE ACE HARDWARE,P,TAOS,TAOS,GW,50,0,NTNC,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,,No,Yes,,,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3501425,PENDARIES RV RESORT,P,ROCIADA,SAN MIGUEL,GWP,320,0,NTNC,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,,No,Yes,,,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3506329,LLANO QUEMADO MDWCA,L,RANCHOS DE TAOS,TAOS,GW,800,4128000,C,Yes,3,1,0,0,0,0,0,Ground,,,,,0,,1,42636,Yes,Yes,.88715953,Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3595907,SCENIC VIEW REST AREA-STATE HWY DEPT,S,FAIRACRES,DONA ANA,GW,250,5000,NC,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,,No,Yes,,,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3510220,HOUSE WATER SYSTEM,L,HOUSE,QUAY,GW,108,76000,C,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,32813,Yes,Yes,.68276495,Severely Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3595307,GISD SNP ADMINISTRATION OFFICES,L,ANTHONY,DONA ANA,GW,280,0,NTNC,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,,No,Yes,,,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3514019,TULAROSA WATER SYSTEM,L,TULAROSA,OTERO,SW,3996,3000000,C,Yes,0,0,3,3,0,1,0,Surface,100,0,0,0,1,100,1,47738,Yes,Yes,.9933207,Disadvantaged,5,3,2,0,3,1,3,0,3,.60000002,1,1,,,,,,,,No,3,,,Direct Impact with Alternative Sources of Water
NM3590708,INTREPID POTASH  WEST,P,CARLSBAD,EDDY,GW,71,527000,NTNC,Yes,12,1,0,0,0,0,0,Ground,,,,,0,,1,,No,Yes,,,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3587801,VAPOR INC. COMMUNITY STORE,P,RIO PUERCO,BERNALILLO,GW,50,75,NC,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,,No,Yes,,,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3504526,GREATER GLORIETA REGIONAL MDC,L,GLORIETA,SANTA FE,GW,153,62000,C,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,66702.7,Yes,Yes,1.3879336,Non-Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3590226,EL SANTUARIO CHURCH,P,CHIMAYO,SANTA FE,GW,2000,0,NC,Yes,2,1,0,0,0,0,0,Ground,,,,,0,,1,,No,Yes,,,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3580904,PHILMONT SCOUT RANCH - BALDY OUTCAMP,P,CIMARRON,COLFAX,GW,100,20000,NC,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,,No,Yes,,,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3594129,SANTA BARBARA CAMPGROUND USFS CARSON,F,PENASCO,TAOS,GW,62,6000,NC,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,,No,Yes,,,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3500430,SUNSET ACRES WATER COMPANY,P,MORIARTY,TORRANCE,GW,247,200000,C,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,38533,Yes,Yes,.80178529,Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3550905,TURQUOISE ESTATES WATER COOP,P,CLOVIS,CURRY,GW,168,10000,C,Yes,2,1,0,0,0,0,0,Ground,,,,,0,,1,48468,Yes,Yes,1.0085104,Non-Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3569826,ASI LA MAR TRAILER PARK,P,SANTA FE,SANTA FE,GW,61,6000,C,Yes,2,1,0,0,0,0,0,Ground,,,,,0,,1,48449,Yes,Yes,1.0081151,Non-Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3510026,CANONCITO AT APACHE CANYON,L,SANTA FE,SANTA FE,GW,250,32000,C,Yes,2,1,0,0,0,0,0,Ground,,,,,0,,1,74513,Yes,Yes,1.5504484,Non-Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3510524,MORNINGSTAR WATER SUPPLY SYSTEM,P,FARMINGTON,SAN JUAN,SWP,6423,4770000,C,Yes,0,0,1,1,0,1,0,Surface,,,,,0,,1,66711.7,Yes,Yes,1.3881209,Non-Disadvantaged,,,,,,,,,,,,0,NM3510224,FARMINGTON WATER SYSTEM,38000,,,,A,Yes,8,8,,Direct Impact with No Alternative Sources of Water
NM3598414,LONE TREE BIBLE RANCH,P,CAPITAN,LINCOLN,GW,140,24000,NC,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,,No,Yes,,,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3572307,VALVERDE MOBILE HOME PARK,P,DONA ANA,DONA ANA,GW,169,1100,C,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,60711,Yes,Yes,1.2632598,Non-Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3500904,VAL VERDE 5 PROPERTY OWNERS ASSOCIATION,P,ANGEL FIRE,COLFAX,GW,100,20000,C,Yes,3,1,0,0,0,0,0,Ground,,,,,0,,1,41074,Yes,Yes,.85465783,Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3592514,SEEPING SPRINGS CAMPGROUND,P,RUIDOSO DOWNS,LINCOLN,GW,75,0,NC,Yes,2,1,0,0,0,0,0,Ground,,,,,0,,1,,No,Yes,,,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3501033,GRANTS KOA,P,GRANTS,CIBOLA,GW,180,0,NC,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,,No,Yes,,,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3575330,CLINES CORNERS WATER SYSTEM,L,CLINES CORNERS,TORRANCE,GW,450,241000,C,Yes,3,1,0,0,0,0,0,Ground,,,,,0,,1,37227,Yes,Yes,.7746104,Severely Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3581801,VILLA SANTA MARIA,P,CEDAR CREST,BERNALILLO,GW,60,34000,NTNC,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,,No,Yes,,,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3503126,SANTA FE COUNTY PUBLIC WORKS/UTILITIES,L,SANTA FE,SANTA FE,GW,100,60000,NTNC,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,82415.39999999991,Yes,Yes,1.7148796,Non-Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3509023,CUBA WATER SYSTEM,L,CUBA,SANDOVAL,GW,1500,925000,C,Yes,2,1,0,0,0,0,0,Ground,,,,,0,,1,36293,Yes,Yes,.75517595,Severely Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3520608,CARLSBAD MUNICIPAL WATER SYSTEM,L,CARLSBAD,EDDY,GW,33006,22350000,C,Yes,33,1,0,0,0,0,0,Ground,,,,,0,,1,69578.10000000001,Yes,Yes,1.4477642,Non-Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3546223,NORTH RANCHOS DE PLACITAS W&SD,L,PLACITAS,SANDOVAL,GW,592,0,C,Yes,2,1,0,0,0,0,0,Ground,,,,,0,,1,67857,Yes,Yes,1.411952,Non-Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3581901,TOM & JERRY PLAZA,P,CEDAR CREST,BERNALILLO,GW,38,4000,NTNC,Yes,2,1,0,0,0,0,0,Ground,,,,,0,,1,,No,Yes,,,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3502607,BIAD CHILI LTD CO,P,MESILLA PARK,DONA ANA,GW,25,0,NTNC,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,,No,Yes,,,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3591707,ADMIRAL BEVERAGE CORPORATION,P,LAS CRUCES,DONA ANA,GW,140,6000,NTNC,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,,No,Yes,,,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3500324,ROSA JOINT VENTURES WATER SYSTEM,P,AZTEC,SAN JUAN,GW,456,55000,C,Yes,4,1,0,0,0,0,0,Ground,,,,,0,,1,48125,Yes,Yes,1.0013733,Non-Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3537326,ELDORADO AREA WATER AND SANITATION DIST.,L,SANTA FE,SANTA FE,GW,7350,2475000,C,Yes,10,1,0,0,0,0,0,Ground,,,,,0,,1,73193.3,Yes,Yes,1.5229884,Non-Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3524130,MANZANO MDWCA,L,TAJIQUE,TORRANCE,GW,62,30000,C,Yes,2,1,0,0,0,0,0,Ground,,,,,0,,1,35757,Yes,Yes,.74402297,Severely Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3509423,RANCHOS DE PLACITAS SANITATION DISTRICT,L,PLACITAS,SANDOVAL,GW,264,50000,C,Yes,3,1,0,0,0,0,0,Ground,,,,,0,,1,67857,Yes,Yes,1.411952,Non-Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3504826,MADRID WATER,L,,SANTA FE,GW,315,30000,C,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,55038,Yes,Yes,1.1452173,Non-Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3500319,WHITE SANDS NATIONAL MONUMENT,F,WHITE SANDS MISSILE RANG,OTERO,GWP,1397,100000,NC,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,,No,Yes,,,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3595017,TRI-STATE GENERATING STATION,P,PREWITT,MCKINLEY,SW,125,880000,NTNC,Yes,6,1,1,1,0,1,0,Surface and Ground,100,0,0,0,1,100,1,,No,Yes,,,9,1,8,0,1,1,1,0,1,.11111111,1,1,,,,,,,,No,3,,,Direct Impact Non-Community Water System
NM3513919,OROGRANDE MDWCA,L,OROGRANDE,OTERO,GWP,105,110000,C,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,46413.6,Yes,Yes,.96576291,Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3569626,VILLAGE MOBILE HOME PARK,P,SANTA FE,SANTA FE,GW,99,360,C,Yes,2,1,0,0,0,0,0,Ground,,,,,0,,1,39493,Yes,Yes,.82176077,Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
